gradient,adjustment
-34.87563515201999, 1.697577038783641
-34.67651811745106, 1.689478819416213
-34.47740108288213, 1.6819204813399469
-34.278284048313196, 1.674092202618099
-34.07916701374427, 1.666533864541833
-33.88004997917534, 1.6589755264655666
-33.68093294460641, 1.6519570696804622
-33.48181591003748, 1.6427790877307102
-33.282698875468554, 1.634680868363282
-33.08358184089962, 1.6273924709325964
-32.88446480633069, 1.619024310919587
-32.68534777176176, 1.61119603219774
-32.486230737192834, 1.6033677534758928
-32.37007913369429, 1.5831222050573222
-32.270520616409826, 1.602377971108763
-32.1792586422324, 1.57961297666477
-32.10458975426905, 1.6024499552809175
-31.988438150770506, 1.5815025611838367
-31.789321116201577, 1.5723245792340843
-31.59020408163265, 1.5631465972843324
-31.39108704706372, 1.5539686153345804
-31.191970012494792, 1.5447906333848285
-30.99285297792586, 1.535612651435076
-30.79373594335693, 1.5261647288397433
-30.594618908788, 1.5167168062444105
-30.39550187421907, 1.5075388242946586
-30.196384839650143, 1.4980909016993258
-29.997267805081215, 1.4894528010407355
-29.798150770512283, 1.4800048784454023
-29.59903373594335, 1.4702870152044887
-29.399916701374423, 1.4611090332547363
-29.200799666805494, 1.4519310513049848
-29.001682632236566, 1.4427530693552324
-28.802565597667638, 1.4330352061143188
-28.603448563098706, 1.423587283518986
-28.404331528529774, 1.4152191235059766
-28.205214493960845, 1.4055012602650625
-28.006097459391917, 1.394163753150663
-27.889945855893373, 1.3725685015041877
-27.79038733860891, 1.3918242675556285
-27.699125364431485, 1.3692617285958213
-27.624456476468133, 1.393191966826572
-27.508304872969592, 1.3739182047320924
-27.309187838400664, 1.3658199853646642
-27.110070803831732, 1.3579917066428169
-26.910953769262804, 1.3493536059842266
-26.711836734693875, 1.3412553866167984
-26.512719700124947, 1.3331571672493703
-26.313602665556015, 1.32451906659078
-26.114485630987087, 1.316150906577771
-25.915368596418155, 1.3080526872103428
-25.716251561849226, 1.2999544678429142
-25.517134527280298, 1.2915863078299057
-25.31801749271137, 1.283488088462477
-25.11890045814244, 1.275119928449468
-24.91978342357351, 1.2670217090820395
-24.72066638900458, 1.2583836084234497
-24.521549354435653, 1.2502853890560215
-24.32243231986672, 1.241917229043012
-24.123315285297792, 1.23273924709326
-23.949842111241527, 1.2130581200245407
-23.857825905872552, 1.2338190096755839
-23.758267388588088, 1.210334173510042
-23.6753019575177, 1.228960078055127
-23.55915035401916, 1.2106041141556232
-23.360033319450228, 1.2033157167249375
-23.1609162848813, 1.1962972599398327
-22.96179925031237, 1.1884689812179858
-22.76268221574344, 1.1809106431417193
-22.56356518117451, 1.1733523050654533
-22.364448146605582, 1.1663338482803485
-22.16533111203665, 1.1579656882673395
-21.966214077467722, 1.1509472314822347
-21.767097042898794, 1.1431189527603878
-21.56798000832986, 1.1355606146841213
-21.368862973760933, 1.128542157899017
-21.169745939192005, 1.1209838198227504
-20.970628904623073, 1.113155541100903
-20.771511870054145, 1.1053272623790558
-20.572394835485216, 1.098308805593951
-20.459561849229488, 1.0771994471095216
-20.364981257809248, 1.0981738352711607
-20.268188254893797, 1.0749139496436029
-20.190753852561432, 1.0971210667533948
-20.07460224906289, 1.0802227823400283
-19.87548521449396, 1.0748239694284094
-19.67636817992503, 1.0683453939344667
-19.477251145356103, 1.0621367590861053
-19.27813411078717, 1.0559281242377434
-19.079017076218243, 1.0494495487438011
-18.879900041649314, 1.0432409138954393
-18.680783007080382, 1.0373022196926587
-18.481665972511454, 1.0302837629075539
-18.282548937942526, 1.0243450687047733
-18.083431903373594, 1.0181364338564114
-17.884314868804665, 1.01192779900805
-17.685197834235737, 1.0057191641596885
-17.478538487751315, 0.9944061971039782
-17.312607625610543, 0.9805656040032824
-17.286963765097877, 1.0065289860964315
-17.1210329029571, 0.9892527847792509
-17.170812161599336, 1.0038295796406218
-16.921915868388172, 0.9841239125132129
-16.722798833819244, 0.9798048621839182
-16.523681799250312, 0.9744060492722992
-16.324564764681384, 0.9700869989430041
-16.125447730112455, 0.9646881860313852
-15.926330695543523, 0.9603691357020905
-15.727213660974595, 0.9549703227904711
-15.528096626405667, 0.9506512724611764
-15.328979591836735, 0.9452524595495575
-15.129862557267806, 0.9406634685746815
-14.923634200035703, 0.9332593822958897
-14.748221574344026, 0.9174485730547208
-14.71977628369132, 0.9385810693087713
-14.57399416909621, 0.9167737214407681
-14.532511453561018, 0.9379640621188718
-14.366580591420242, 0.9231173266119206
-14.167463556851313, 0.9209578014472726
-13.968346522282385, 0.9171786324091395
-13.769229487713453, 0.9142092853077495
-13.570112453144525, 0.9109699975607781
-13.370995418575596, 0.9071908285226447
-13.171878384006664, 0.9042214814212546
-12.972761349437736, 0.9009821936742832
-12.773644314868807, 0.8972030246361502
-12.5579341940858, 0.8900945876358519
-12.375410245730947, 0.9034116594845116
-12.375410245730947, 0.8774973575087412
-12.176293211162019, 0.8955833807626643
-12.219435235318617, 0.8791170013822267
-11.977176176593087, 0.8864053988129124
-11.778059142024158, 0.8855955768761694
-11.57894210745523, 0.8837059923571027
-11.379825072886298, 0.8820863484836172
-11.18070803831737, 0.8796568826733884
-10.981591003748441, 0.8780372387999029
-10.78247396917951, 0.8758777136352554
-10.566763848396505, 0.8730433368566555
-10.370965431070392, 0.8787930726075297
-10.400832986255729, 0.8562395316692419
-10.18512286547272, 0.8810065859012934
-10.214160766347359, 0.860491096837142
-9.986005830903792, 0.8726384258882844
-9.786888796334864, 0.8726384258882844
-9.587771761765932, 0.8726384258882844
-9.388654727197004, 0.8726384258882844
-9.189537692628072, 0.8726384258882844
-8.990420658059143, 0.8726384258882844
-8.774710537276135, 0.8710187820147985
-8.59218658892128, 0.8807366452557126
-8.59218658892128, 0.8574137734775191
-8.40018087701553, 0.8761090913314677
-8.42625572678051, 0.8600861858687705
-8.193952519783423, 0.8745280104073507
-7.9948354852144945, 0.8758777136352554
-7.795718450645566, 0.8758777136352554
-7.596601416076638, 0.8758777136352554
-7.397484381507702, 0.8777672981543221
-7.190825035023288, 0.8798532031429023
-7.08221574344023, 0.8645402065208558
-6.9992503123698455, 0.8920741523701121
-6.906329029571012, 0.872314497113587
-6.700574760516453, 0.8826262297747793
-6.501457725947525, 0.8855955768761694
-6.302340691378589, 0.8858655175217507
-6.103223656809661, 0.8885649239775595
-5.896564310325246, 0.8913379506094365
-5.758087463556848, 0.8778212862834383
-5.704989587671804, 0.9044914220668354
-5.581463279189229, 0.8873951811800422
-5.373127863390252, 0.896123262053826
-5.174010828821324, 0.8993625498007973
-4.974893794252395, 0.902061956256607
-4.764714702207407, 0.9053012440035784
-4.602303585627197, 0.8932520751871924
-4.5766597251145384, 0.9190682169282063
-4.413099303861493, 0.9045685479655727
-4.377542690545603, 0.9139393446621682
-4.178425655976675, 0.9139393446621682
-3.979308621407746, 0.9169086917635587
-3.780191586838818, 0.9236572079030823
-3.664039983340274, 0.9077307098138068
-3.5810745522698895, 0.9347247743719005
-3.4833597112314365, 0.9172686126243335
-3.282399000416497, 0.9295959021058628
-3.066688879633489, 0.9343873485649246
-2.870890462307372, 0.9435788275469554
-2.891276253941811, 0.922153252877703
-2.6850478967097047, 0.9476819253597859
-2.714085797584339, 0.9262891291974964
-2.4859308621407763, 0.946872103423043
-2.27353935860058, 0.9498954386535496
-2.1469578151960462, 0.9663463928542395
-2.0861883306198195, 0.9421358720960322
-1.954952103290296, 0.9641483047402235
-1.9383590170762162, 0.9460622814863
-1.7487237460581895, 0.9672719036390882
-1.5823618946651052, 0.9770318355520411
-1.506938775510207, 0.9574672737620951
-1.3907871720116631, 0.983853971867632
-1.3362670315939837, 0.9668091482466639
-1.125297792586423, 0.984663793804375
-1.009146189087879, 0.9694571374366485
-0.9261807580174946, 0.9957313602731936
-0.8284659169790416, 0.9795349215383369
-0.653149066676761, 0.9964675620338688
-0.5777259475218699, 0.9777128221806657
-0.461574344023326, 1.0038295796406218
-0.4117950853810939, 0.9843938531587941
-0.1885426526825924, 0.9979399655552195
0.003032069970842599, 1.0113879177168883
0.0006616290831189531, 0.9906410509565244
0.08599750104123416, 0.9831791202536797
0.21400130897840342, 1.001978558070924
0.4145406080799674, 1.009012440035776
0.40126613910870645, 0.988442962842508
0.6003831736776348, 1.0151670867550213
0.5837900874635551, 0.9926720329566097
0.7995002082465632, 1.0171916415968782
0.9156518117451071, 1.0016700544759742
0.9986172428154916, 1.0281242377429063
1.0963320838539445, 1.0113879177168883
1.2972927946688841, 1.0312285551670874
1.413444398167428, 1.0160668889069577
1.4964098292378125, 1.0432409138954393
1.5893311120366462, 1.0247229856085869
1.7974558219789358, 1.0454775649588242
1.9411045397750968, 1.0585735425644365
2.0107955018742203, 1.038854378404749
2.126947105372757, 1.0659159281242383
2.184101068999027, 1.0477399246551213
2.3924364847979973, 1.0696950971623718
2.5979354756031086, 1.081447897577665
2.7445786477856444, 1.0711347806054698
2.790670553935861, 1.0972290430116276
2.9234152436484777, 1.0837994958939756
3.122532278217406, 1.0993885681762752
3.3216493127863345, 1.1064070249613795
3.467668471470219, 1.1219016180177257
3.620324864639734, 1.1035996422473375
3.6535110370678865, 1.128542157899017
3.776299875052061, 1.1126696479388576
3.9190004164931267, 1.131511505000407
4.118117451062055, 1.1398796650134164
4.319604926518714, 1.1489033951656937
4.463253644314868, 1.1628786080169125
4.5329446064139916, 1.142916497276202
4.6490962099125355, 1.170113017318482
4.706250173538798, 1.151937013849365
4.914585589337776, 1.1755118302301004
5.113702623906704, 1.1852296934710145
5.312819658475632, 1.1949475567119285
5.519479004960054, 1.2051071410092473
5.6446813827571845, 1.2241011464346698
5.711053727613489, 1.19832181478169
5.843798417326113, 1.2214017399788606
5.8603915035401855, 1.2030457760793567
6.042915451895041, 1.2305797219286125
6.24203248646397, 1.2405675258151074
6.441149521032898, 1.2508252703471832
6.640266555601826, 1.261083014879259
6.848865353721656, 1.275119928449468
7.03850062473969, 1.2915863078299057
7.030958312824197, 1.2663591274974317
7.235247218420888, 1.2895810344627323
7.171245314452307, 1.2710708187657538
7.436734693877547, 1.3042735181722098
7.635851728446475, 1.3156110252866093
7.834968763015404, 1.3272184730465897
8.03408579758434, 1.3385559801609892
8.233202832153268, 1.3498934872753887
8.379221990837152, 1.3671157004634527
8.482099125364428, 1.3504333685665504
8.565064556434812, 1.377427433124645
8.648029987505204, 1.35781174621243
8.830553935860053, 1.3860655337832348
9.029670970428981, 1.3984828034799581
9.228788004997917, 1.4109000731766814
9.427905039566845, 1.4238572241645664
9.627022074135773, 1.4362744938612901
9.826139108704702, 1.4486917635580134
10.02525614327363, 1.4616489145458984
